YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2014,2014,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,17.4,17.4,NA,NA,13.6,22,827,NA,25 - 34,NA,NA,NA,NA,"(44.353130053, -100.373530637)",PA,PA1,Q047,VALUE,46,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,20.8,20.8,NA,NA,18.9,22.9,2726,NA,55 - 64,NA,NA,NA,NA,"(34.86597028, -111.763811277)",FV,FV1,Q019,VALUE,04,Age (years),55 - 64,AGEYR,AGEYR5564
2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.9,33.9,NA,NA,26.9,41.8,254,NA,25 - 34,NA,NA,NA,NA,"(38.890371385, -77.031961127)",OWS,OWS1,Q037,VALUE,11,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,28,28,NA,NA,26.5,29.6,14640,NA,NA,NA,NA,NA,Non-Hispanic White,"(28.932040377, -81.928960539)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,32.4,32.4,NA,NA,29.9,35,3155,NA,NA,High school graduate,NA,NA,NA,"(31.312660644, -92.445680071)",PA,PA1,Q047,VALUE,22,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.1,35.1,NA,NA,30.9,39.6,807,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(40.793730152, -77.860700294)",OWS,OWS1,Q037,VALUE,42,Income,"$15,000 - $24,999",INC,INC1525
2015,2015,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,13.9,13.9,NA,NA,11.8,16.3,1818,NA,NA,High school graduate,NA,NA,NA,"(42.469400913, -93.816490556)",PA,PA1,Q044,VALUE,19,Education,High school graduate,EDU,EDUHSGRAD
2021,2021,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,38.2,38.2,NA,NA,35.1,41.3,2031,NA,65 or older,NA,NA,NA,NA,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q037,VALUE,09,Age (years),65 or older,AGEYR,AGEYR65PLUS
2019,2019,MI,Michigan,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,45.4,45.4,NA,NA,41.4,49.5,1136,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(44.6613195430005, -84.71439026999968)",FV,FV1,Q018,VALUE,26,Income,"$15,000 - $24,999",INC,INC1525
2015,2015,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,36.1,36.1,NA,NA,32.7,39.7,1495,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(47.522278629, -120.47001079)",PA,PA1,Q045,VALUE,53,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.1,18.1,NA,NA,11.8,26.6,166,NA,NA,NA,NA,NA,Asian,"(28.932040377, -81.928960539)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,15.1,15.1,NA,NA,13.1,17.4,2238,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(38.3477403, -98.200781227)",PA,PA1,Q044,VALUE,20,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.9,36.9,NA,NA,34.2,39.6,3113,NA,NA,NA,NA,NA,Hispanic,"(31.827240407, -99.426770206)",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,55,55,NA,NA,48.4,61.4,738,NA,NA,NA,NA,Data not reported,NA,"(34.520880952, -106.240580985)",PA,PA1,Q043,VALUE,35,Income,Data not reported,INC,INCNR
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,31.1,31.1,NA,NA,27.5,34.9,1051,NA,NA,NA,NA,"Less than $15,000",NA,"(34.86597028, -111.763811277)",OWS,OWS1,Q037,VALUE,04,Income,"Less than $15,000",INC,INCLESS15
2013,2013,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,29.1,29.1,NA,NA,23.3,35.8,561,NA,NA,NA,NA,"Less than $15,000",NA,"(43.682630005, -114.363730042)",PA,PA1,Q046,VALUE,16,Income,"Less than $15,000",INC,INCLESS15
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,27.7,27.7,NA,NA,23.7,32.2,821,NA,25 - 34,NA,NA,NA,NA,"(21.304850435, -157.857749403)",PA,PA1,Q044,VALUE,15,Age (years),25 - 34,AGEYR,AGEYR2534
2014,2014,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,19.1,19.1,NA,NA,15.5,23.2,767,NA,NA,NA,NA,Data not reported,NA,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Income,Data not reported,INC,INCNR
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Asian,"(32.840571122, -86.631860762)",PA,PA1,Q044,VALUE,01,Race/Ethnicity,Asian,RACE,RACEASN
2021,2021,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,36,36,NA,NA,31,41.4,582,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,37.4,37.4,NA,NA,34.4,40.4,2210,NA,NA,NA,NA,"$75,000 or greater",NA,"(40.793730152, -77.860700294)",PA,PA1,Q046,VALUE,42,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,17.3,17.3,NA,NA,15.5,19.3,2847,NA,NA,NA,Male,NA,NA,"(32.745510099, -89.538030825)",PA,PA1,Q044,VALUE,28,Gender,Male,GEN,MALE
2021,2021,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,29,29,NA,NA,26.3,31.8,2141,NA,NA,High school graduate,NA,NA,NA,"(32.83968109300048, -83.62758034599966)",PA,PA1,Q047,VALUE,13,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,24.1,24.1,NA,NA,17.4,32.3,277,NA,NA,NA,NA,NA,Hispanic,"(43.682630005000476, -114.3637300419997)",FV,FV1,Q019,VALUE,16,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,57.4,57.4,NA,NA,52.5,62.1,593,NA,35 - 44,NA,NA,NA,NA,"(38.890371385, -77.031961127)",PA,PA1,Q043,VALUE,11,Age (years),35 - 44,AGEYR,AGEYR3544
2014,2014,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,42.9,42.9,NA,NA,37.6,48.5,682,NA,NA,NA,NA,"Less than $15,000",NA,"(35.68094058, -85.774490914)",PA,PA1,Q047,VALUE,47,Income,"Less than $15,000",INC,INCLESS15
2013,2013,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.7,20.7,NA,NA,14.5,28.7,219,NA,NA,NA,NA,NA,Hispanic,"(43.235541343, -108.109830353)",PA,PA1,Q044,VALUE,56,Race/Ethnicity,Hispanic,RACE,RACEHIS
2021,2021,MT,Montana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,12.6,12.6,NA,NA,10.2,15.3,958,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(47.06652897200047, -109.42442064499971)",FV,FV1,Q019,VALUE,30,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,28.7,28.7,NA,NA,27.8,29.6,35861,NA,NA,NA,NA,NA,Non-Hispanic Black,NA,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2019,2019,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,4.6,4.6,NA,NA,1.9,11,55,NA,NA,NA,NA,NA,American Indian/Alaska Native,"(45.254228894000505, -68.98503133599962)",FV,FV1,Q019,VALUE,23,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2016,2016,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,11.7,11.7,NA,NA,10.5,12.9,5326,NA,NA,College graduate,NA,NA,NA,"(41.56266102, -72.649840952)",PA,PA1,Q047,VALUE,09,Education,College graduate,EDU,EDUCOGRAD
2019,2019,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q044,VALUE,29,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,31.6,31.6,NA,NA,28.2,35.2,1670,NA,NA,NA,NA,Data not reported,NA,"(32.840571122, -86.631860762)",PA,PA1,Q047,VALUE,01,Income,Data not reported,INC,INCNR
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.3,18.3,NA,NA,14.7,22.5,695,NA,25 - 34,NA,NA,NA,NA,"(21.304850435, -157.857749403)",PA,PA1,Q047,VALUE,15,Age (years),25 - 34,AGEYR,AGEYR2534
2019,2019,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.4,33.4,NA,NA,30.2,36.8,1437,NA,55 - 64,NA,NA,NA,NA,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,VALUE,15,Age (years),55 - 64,AGEYR,AGEYR5564
2022,2022,WV,West Virginia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,41.4,41.4,NA,NA,36.5,46.5,579,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,VALUE,54,Income,"$35,000 - $49,999",INC,INC3550
2019,2019,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,32.3,32.3,NA,NA,30.2,34.5,2997,NA,NA,NA,NA,"$75,000 or greater",NA,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,VALUE,26,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,37.1,37.1,NA,NA,33.3,41,1114,NA,NA,NA,NA,"Less than $15,000",NA,"(35.472031356, -97.521070214)",PA,PA1,Q047,VALUE,40,Income,"Less than $15,000",INC,INCLESS15
2013,2013,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.9,34.9,NA,NA,32.9,36.9,3207,NA,NA,NA,Female,NA,NA,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Gender,Female,GEN,FEMALE
2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,45.1,45.1,NA,NA,42.9,47.4,4784,Total,NA,NA,NA,NA,NA,"(31.312660644, -92.445680071)",PA,PA1,Q043,VALUE,22,Total,Total,OVR,OVERALL
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,38.3,38.3,NA,NA,33.7,43.1,724,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,31.1,31.1,NA,NA,27.4,35,924,NA,NA,High school graduate,NA,NA,NA,"(39.008830667000495, -75.57774116799965)",PA,PA1,Q047,VALUE,10,Education,High school graduate,EDU,EDUHSGRAD
2021,2021,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,12.8,12.8,NA,NA,5.7,26.1,70,NA,NA,NA,NA,NA,American Indian/Alaska Native,"(40.06021014100048, -82.40426005599966)",FV,FV1,Q019,VALUE,39,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2022,2022,ND,North Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.6,34.6,NA,NA,26.7,43.4,171,NA,NA,Less than high school,NA,NA,NA,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Education,Less than high school,EDU,EDUHS
2020,2020,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,20.2,20.2,NA,NA,17.2,23.5,1269,NA,NA,NA,NA,Data not reported,NA,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Income,Data not reported,INC,INCNR
2013,2013,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,23.1,23.1,NA,NA,21.8,24.5,8200,Total,NA,NA,NA,NA,NA,"(34.520880952, -106.240580985)",PA,PA1,Q044,VALUE,35,Total,Total,OVR,OVERALL
2021,2021,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.5,30.5,NA,NA,28.4,32.7,3631,NA,NA,College graduate,NA,NA,NA,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q036,VALUE,29,Education,College graduate,EDU,EDUCOGRAD
2013,2013,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,46.6,46.6,NA,NA,36.2,57.2,120,NA,NA,NA,NA,NA,Asian,"(44.661319543001, -84.71439027)",PA,PA1,Q043,VALUE,26,Race/Ethnicity,Asian,RACE,RACEASN
